"","name","position","team","xP","assists","bonus","bps","clean_sheets","creativity","element","expected_assists","expected_goal_involvements","expected_goals","expected_goals_conceded","fixture","goals_conceded","goals_scored","ict_index","influence","kickoff_time","minutes","opponent_team","own_goals","penalties_missed","penalties_saved","red_cards","round","saves","selected","starts","team_a_score","team_h_score","threat","total_points","transfers_balance","transfers_in","transfers_out","value","was_home","yellow_cards","GW"
"17389","Nathaniel Phillips","DEF","Liverpool",1,0,0,0,0,0,501,0,0,0,0,261,0,0,0,0,"2023-03-11T12:30:00Z",0,3,0,0,0,0,27,0,48678,0,0,1,0,0,-831,411,1242,39,"False",0,27
"17390","Loïc Mbe Soh","DEF","Nott'm Forest",0,0,0,0,0,0,393,0,0,0,0,269,0,0,0,0,"2023-03-11T15:00:00Z",0,18,0,0,0,0,27,0,3440,0,1,3,0,0,-41,0,41,42,"False",0,27
"17394","Shola Shoretire","FWD","Man Utd",0,0,0,0,0,0,660,0,0,0,0,267,0,0,0,0,"2023-03-12T14:00:00Z",0,17,0,0,0,0,27,0,2020,0,0,0,0,0,-51,0,51,45,"True",0,27
"17397","Carlos Ribeiro Dias","MID","Nott'm Forest",0,0,0,0,0,0,383,0,0,0,0,269,0,0,0,0,"2023-03-11T15:00:00Z",0,18,0,0,0,0,27,0,34188,0,1,3,0,0,-381,89,470,42,"False",0,27
"17404","Cristiano Ronaldo dos Santos Aveiro","FWD","Man Utd",0,0,0,0,0,0,326,0,0,0,0,267,0,0,0,0,"2023-03-12T14:00:00Z",0,17,0,0,0,0,27,0,221778,0,0,0,0,0,-794,0,794,102,"True",0,27
"17406","Alex Oxlade-Chamberlain","MID","Liverpool",1,0,0,0,0,0,278,0,0,0,0,261,0,0,0,0,"2023-03-11T12:30:00Z",0,3,0,0,0,0,27,0,1890,0,0,1,0,0,-91,19,110,49,"False",0,27
"17407","Ethan Nwaneri","MID","Arsenal",0.5,0,0,0,0,0,630,0,0,0,0,264,0,0,0,0,"2023-03-12T14:00:00Z",0,9,0,0,0,0,27,0,992,0,3,0,0,0,42,63,21,45,"False",0,27
"17410","Will Smallbone","MID","Southampton",0,0,0,0,0,0,415,0,0,0,0,267,0,0,0,0,"2023-03-12T14:00:00Z",0,14,0,0,0,0,27,0,752,0,0,0,0,0,-9,0,9,45,"False",0,27
"17411","Will Smallbone","MID","Southampton",0,0,0,0,0,0,415,0,0,0,0,69,0,0,0,0,"2023-03-15T19:30:00Z",0,4,0,0,0,0,27,0,752,0,2,0,0,0,-9,0,9,45,"True",0,27
"17413","Chris Wood","FWD","Nott'm Forest",3.2,0,0,3,0,0,354,0,0,0,0,269,0,0,0,0,"2023-03-11T15:00:00Z",5,18,0,0,0,0,27,0,79819,0,1,3,0,1,-3889,1597,5486,56,"False",0,27
"17414","Darren Randolph","GK","Bournemouth",-1,0,0,0,0,0,571,0,0,0,0,261,0,0,0,0,"2023-03-11T12:30:00Z",0,12,0,0,0,0,27,0,16287,0,0,1,0,0,-5,181,186,40,"True",0,27
"17416","Keylor Navas","GK","Nott'm Forest",1.8,0,0,18,0,0,729,0,0,0,2.05,269,3,0,3.4,33.6,"2023-03-11T15:00:00Z",90,18,0,0,0,0,27,4,95832,1,1,3,0,2,-4533,6096,10629,45,"False",0,27
"17418","Ibrahima Konaté","DEF","Liverpool",3.6,0,0,14,0,2.6,290,0.02,0.08,0.06,0.86,261,1,0,3.3,26,"2023-03-11T12:30:00Z",90,3,0,0,0,0,27,0,59503,1,0,1,4,1,12353,14034,1681,48,"False",1,27
"17420","Christian Eriksen","MID","Man Utd",0,0,0,0,0,0,519,0,0,0,0,267,0,0,0,0,"2023-03-12T14:00:00Z",0,17,0,0,0,0,27,0,230582,0,0,0,0,0,-3574,72,3646,62,"True",0,27
"17423","Roméo Lavia","MID","Southampton",3,0,0,13,1,15.4,321,0.04,0.09,0.05,0.84,267,0,0,2.8,9.4,"2023-03-12T14:00:00Z",90,14,0,0,0,0,27,0,20142,1,0,0,3,3,369,759,390,45,"False",0,27
"17424","Roméo Lavia","MID","Southampton",3,0,0,2,0,2.7,321,0.03,0.03,0,0.56,69,1,0,0.9,6.6,"2023-03-15T19:30:00Z",32,4,0,0,0,0,27,0,20142,0,2,0,0,1,369,759,390,45,"True",0,27
"17426","Kristoffer Ajer","DEF","Brentford",0.5,0,0,0,0,0,84,0,0,0,0,263,0,0,0,0,"2023-03-11T15:00:00Z",0,8,0,0,0,0,27,0,12000,0,0,1,0,0,86,685,599,45,"False",0,27
"17427","Kristoffer Ajer","DEF","Brentford",0.5,0,0,0,0,0,84,0,0,0,0,69,0,0,0,0,"2023-03-15T19:30:00Z",0,17,0,0,0,0,27,0,12000,0,2,0,0,0,86,685,599,45,"False",0,27
"17428","Emmanuel Dennis","FWD","Nott'm Forest",0.5,0,0,4,0,0.8,585,0,0.1,0.09,0.85,269,1,0,4.9,13.2,"2023-03-11T15:00:00Z",45,18,0,0,0,0,27,0,12765,0,1,3,35,1,-217,245,462,56,"False",0,27
"17429","Gustavo Henrique Furtado Scarpa","MID","Nott'm Forest",0,0,0,0,0,0,681,0,0,0,0,269,0,0,0,0,"2023-03-11T15:00:00Z",0,18,0,0,0,0,27,0,778,0,1,3,0,0,-116,9,125,47,"False",0,27
"17432","Joe Ayodele-Aribo","MID","Southampton",-1,0,0,0,0,0,512,0,0,0,0,267,0,0,0,0,"2023-03-12T14:00:00Z",0,14,0,0,0,0,27,0,30270,0,0,0,0,0,-271,84,355,51,"False",0,27
"17433","Joe Ayodele-Aribo","MID","Southampton",-1,0,0,0,0,0,512,0,0,0,0,69,0,0,0,0,"2023-03-15T19:30:00Z",0,4,0,0,0,0,27,0,30270,0,2,0,0,0,-271,84,355,51,"True",0,27
"17434","Orel Mangala","MID","Nott'm Forest",0.5,0,0,5,0,1.8,536,0.01,0.01,0,1.2,269,2,0,0.9,7.2,"2023-03-11T15:00:00Z",45,18,0,0,0,0,27,0,2379,1,1,3,0,1,-19,12,31,49,"False",0,27
"17443","Stuart Armstrong","MID","Southampton",1.8,0,0,8,0,2.1,405,0.02,0.13,0.11,0.23,267,0,0,3.2,12.6,"2023-03-12T14:00:00Z",35,14,0,0,0,0,27,0,7492,0,0,0,17,1,63,223,160,47,"False",0,27
"17444","Stuart Armstrong","MID","Southampton",1.8,0,0,0,0,0,405,0,0,0,0,69,0,0,0,0,"2023-03-15T19:30:00Z",0,4,0,0,0,0,27,0,7492,0,2,0,0,0,63,223,160,47,"True",0,27
"17445","Oriol Romeu Vidal","MID","Southampton",0,0,0,0,0,0,402,0,0,0,0,267,0,0,0,0,"2023-03-12T14:00:00Z",0,14,0,0,0,0,27,0,3271,0,0,0,0,0,-14,0,14,48,"False",0,27
"17446","Oriol Romeu Vidal","MID","Southampton",0,0,0,0,0,0,402,0,0,0,0,69,0,0,0,0,"2023-03-15T19:30:00Z",0,4,0,0,0,0,27,0,3271,0,2,0,0,0,-14,0,14,48,"True",0,27
"17458","Cameron Plain","GK","Bournemouth",-1,0,0,0,0,0,649,0,0,0,0,261,0,0,0,0,"2023-03-11T12:30:00Z",0,12,0,0,0,0,27,0,1964,0,0,1,0,0,17,161,144,40,"True",0,27
"17459","Diogo Teixeira da Silva","FWD","Liverpool",3,0,0,2,0,2.9,288,0.01,0.17,0.16,0.06,261,0,0,3.6,6.2,"2023-03-11T12:30:00Z",45,3,0,0,0,0,27,0,45467,0,0,1,27,1,-7446,2372,9818,88,"False",0,27
"17462","Ben Greenwood","DEF","Bournemouth",-1,0,0,0,0,0,737,0,0,0,0,261,0,0,0,0,"2023-03-11T12:30:00Z",0,12,0,0,0,0,27,0,1695,0,0,1,0,0,107,339,232,40,"True",0,27
"17464","Mohammed Salisu","DEF","Southampton",-1,0,0,0,0,0,420,0,0,0,0,267,0,0,0,0,"2023-03-12T14:00:00Z",0,14,0,0,0,0,27,0,19792,0,0,0,0,0,-301,360,661,43,"False",0,27
"17465","Mohammed Salisu","DEF","Southampton",-1,0,0,0,0,0,420,0,0,0,0,69,0,0,0,0,"2023-03-15T19:30:00Z",0,4,0,0,0,0,27,0,19792,0,2,0,0,0,-301,360,661,43,"True",0,27
"17466","Frederico Rodrigues de Paula Santos","MID","Man Utd",2.5,0,0,5,0,0.1,331,0,0,0,0.03,267,0,0,0.2,2,"2023-03-12T14:00:00Z",1,17,0,0,0,0,27,0,52665,0,0,0,0,1,-125,1431,1556,51,"True",0,27
"17474","Ben Doak","MID","Liverpool",1,0,0,0,0,0,665,0,0,0,0,261,0,0,0,0,"2023-03-11T12:30:00Z",0,3,0,0,0,0,27,0,392,0,0,1,0,0,-27,19,46,45,"False",0,27
"17479","Euan Pollock","FWD","Bournemouth",-1,0,0,0,0,0,706,0,0,0,0,261,0,0,0,0,"2023-03-11T12:30:00Z",0,12,0,0,0,0,27,0,1317,0,0,1,0,0,-41,239,280,45,"True",0,27
"17481","Lewis Cook","MID","Bournemouth",-0.5,0,0,3,0,0.2,67,0,0,0,0.08,261,0,0,0.2,1.6,"2023-03-11T12:30:00Z",9,12,0,0,0,0,27,0,6241,0,0,1,0,1,72,155,83,49,"True",0,27
"17487","Juan Larios López","DEF","Southampton",0,0,0,0,0,0,622,0,0,0,0,267,0,0,0,0,"2023-03-12T14:00:00Z",0,14,0,0,0,0,27,0,5441,0,0,0,0,0,-39,37,76,40,"False",0,27
"17488","Juan Larios López","DEF","Southampton",0,0,0,0,0,0,622,0,0,0,0,69,0,0,0,0,"2023-03-15T19:30:00Z",0,4,0,0,0,0,27,0,5441,0,2,0,0,0,-39,37,76,40,"True",0,27
"17489","Calvin Ramsay","DEF","Liverpool",0,0,0,0,0,0,298,0,0,0,0,261,0,0,0,0,"2023-03-11T12:30:00Z",0,3,0,0,0,0,27,0,23803,0,0,1,0,0,-697,71,768,39,"False",0,27
"17490","Yegor Yarmolyuk","MID","Brentford",0.5,0,0,0,0,0,650,0,0,0,0,263,0,0,0,0,"2023-03-11T15:00:00Z",0,8,0,0,0,0,27,0,605,0,0,1,0,0,44,94,50,45,"False",0,27
"17491","Yegor Yarmolyuk","MID","Brentford",0.5,0,0,0,0,0,650,0,0,0,0,69,0,0,0,0,"2023-03-15T19:30:00Z",0,17,0,0,0,0,27,0,605,0,2,0,0,0,44,94,50,45,"False",0,27
"17492","Danilo dos Santos de Oliveira","MID","Nott'm Forest",0.2,0,0,0,0,0,703,0,0,0,0,269,0,0,0,0,"2023-03-11T15:00:00Z",0,18,0,0,0,0,27,0,721,0,1,3,0,0,-51,62,113,45,"False",0,27
"17493","Steve Cook","DEF","Nott'm Forest",0,0,0,0,0,0,379,0,0,0,0,269,0,0,0,0,"2023-03-11T15:00:00Z",0,18,0,0,0,0,27,0,11956,0,1,3,0,0,-90,76,166,43,"False",0,27
"17495","Mislav Orsic","MID","Southampton",-1,0,0,0,0,0,692,0,0,0,0,267,0,0,0,0,"2023-03-12T14:00:00Z",0,14,0,0,0,0,27,0,1303,0,0,0,0,0,-99,54,153,52,"False",0,27
"17496","Mislav Orsic","MID","Southampton",-1,0,0,0,0,0,692,0,0,0,0,69,0,0,0,0,"2023-03-15T19:30:00Z",0,4,0,0,0,0,27,0,1303,0,2,0,0,0,-99,54,153,52,"True",0,27
"17497","Sékou Mara","FWD","Southampton",0.2,0,0,2,0,2.6,528,0,0,0,0.03,267,0,0,0.7,0,"2023-03-12T14:00:00Z",14,14,0,0,0,0,27,0,9702,0,0,0,4,1,-9,305,314,53,"False",0,27
"17498","Sékou Mara","FWD","Southampton",0.2,0,0,0,0,0,528,0,0,0,0,69,0,0,0,0,"2023-03-15T19:30:00Z",0,4,0,0,0,0,27,0,9702,0,2,0,0,0,-9,305,314,53,"True",0,27
"17499","Scott McTominay","MID","Man Utd",1.2,0,0,9,0,11.3,338,0.02,0.02,0,0.73,267,0,0,3.9,25.2,"2023-03-12T14:00:00Z",46,17,0,0,0,0,27,0,17496,0,0,0,2,1,-50,41,91,49,"True",0,27
"17500","Xande Nascimento da Costa Silva","MID","Nott'm Forest",0,0,0,0,0,0,390,0,0,0,0,269,0,0,0,0,"2023-03-11T15:00:00Z",0,18,0,0,0,0,27,0,438,0,1,3,0,0,-4,0,4,50,"False",0,27
"17501","Dean Henderson","GK","Nott'm Forest",0,0,0,0,0,0,398,0,0,0,0,269,0,0,0,0,"2023-03-11T15:00:00Z",0,18,0,0,0,0,27,0,678559,0,1,3,0,0,-19301,59,19360,46,"False",0,27
"17502","Jack Stacey","DEF","Bournemouth",-1,0,0,0,0,0,65,0,0,0,0,261,0,0,0,0,"2023-03-11T12:30:00Z",0,12,0,0,0,0,27,0,4664,0,0,1,0,0,-40,29,69,43,"True",0,27
"17507","Jimmy Morgan","FWD","Southampton",-1,0,0,0,0,0,671,0,0,0,0,267,0,0,0,0,"2023-03-12T14:00:00Z",0,14,0,0,0,0,27,0,3372,0,0,0,0,0,127,452,325,45,"False",0,27
"17508","Jimmy Morgan","FWD","Southampton",-1,0,0,0,0,0,671,0,0,0,0,69,0,0,0,0,"2023-03-15T19:30:00Z",0,4,0,0,0,0,27,0,3372,0,2,0,0,0,127,452,325,45,"True",0,27
"17509","Armel Bella-Kotchap","DEF","Southampton",8.6,0,3,38,1,24.3,423,0.2,0.2,0,0.84,267,0,0,5,25.6,"2023-03-12T14:00:00Z",90,14,0,0,0,0,27,0,20208,1,0,0,0,9,2469,3193,724,45,"False",0,27
"17510","Armel Bella-Kotchap","DEF","Southampton",8.6,0,0,12,0,2.3,423,0.02,0.02,0,2.01,69,2,0,2.5,22.4,"2023-03-15T19:30:00Z",90,4,0,0,0,0,27,0,20208,1,2,0,0,1,2469,3193,724,45,"True",0,27
"17511","Ainsley Maitland-Niles","MID","Southampton",2.2,0,0,0,0,0,21,0,0,0,0,267,0,0,0,0,"2023-03-12T14:00:00Z",0,14,0,0,0,0,27,0,4879,0,0,0,0,0,106,159,53,48,"False",0,27
"17512","Ainsley Maitland-Niles","MID","Southampton",2.2,0,0,0,0,0,21,0,0,0,0,69,0,0,0,0,"2023-03-15T19:30:00Z",0,4,0,0,0,0,27,0,4879,0,2,0,0,0,106,159,53,48,"True",0,27
"17513","James Milner","MID","Liverpool",2.4,0,0,13,0,16.3,274,0.07,0.07,0,0.06,261,0,0,3,11.8,"2023-03-11T12:30:00Z",25,3,0,0,0,0,27,0,65877,0,0,1,2,1,-608,223,831,44,"False",0,27
"17514","Keane Lewis-Potter","MID","Brentford",0,0,0,0,0,0,515,0,0,0,0,263,0,0,0,0,"2023-03-11T15:00:00Z",0,8,0,0,0,0,27,0,5406,0,0,1,0,0,-19,62,81,52,"False",0,27
"17515","Keane Lewis-Potter","MID","Brentford",0,0,0,0,0,0,515,0,0,0,0,69,0,0,0,0,"2023-03-15T19:30:00Z",0,17,0,0,0,0,27,0,5406,0,2,0,0,0,-19,62,81,52,"False",0,27
"17517","Sepp van den Berg","DEF","Liverpool",0,0,0,0,0,0,500,0,0,0,0,261,0,0,0,0,"2023-03-11T12:30:00Z",0,3,0,0,0,0,27,0,15103,0,0,1,0,0,-91,0,91,40,"False",0,27
"17521","Ben Mee","DEF","Brentford",6.1,0,0,11,0,1.2,526,0.02,0.08,0.05,1.03,263,1,0,1.6,10.4,"2023-03-11T15:00:00Z",90,8,0,0,0,0,27,0,2139256,1,0,1,4,2,340567,382248,41681,51,"False",0,27
"17522","Ben Mee","DEF","Brentford",6.1,0,1,28,1,0.3,526,0,0.03,0.03,0.51,69,0,0,2.6,20.4,"2023-03-15T19:30:00Z",90,17,0,0,0,0,27,0,2139256,1,2,0,5,7,340567,382248,41681,51,"False",0,27
"17525","Marcus Oliveira Alencar","MID","Arsenal",0,0,0,0,0,0,27,0,0,0,0,264,0,0,0,0,"2023-03-12T14:00:00Z",0,9,0,0,0,0,27,0,7785,0,3,0,0,0,-61,0,61,46,"False",0,27
"17526","Matías Viña","DEF","Bournemouth",-0.1,0,0,4,0,0,718,0,0,0,0.08,261,0,0,0.3,3,"2023-03-11T12:30:00Z",2,12,0,0,0,0,27,0,474,0,0,1,0,1,-59,34,93,45,"True",0,27
"17530","Bruno Borges Fernandes","MID","Man Utd",6.2,0,0,17,1,26.9,333,0.12,0.19,0.07,1.14,267,0,0,6.2,17,"2023-03-12T14:00:00Z",90,17,0,0,0,0,27,0,858205,1,0,0,18,3,-78754,43012,121766,97,"True",0,27
"17533","Owen Bevan","DEF","Bournemouth",0,0,0,0,0,0,598,0,0,0,0,261,0,0,0,0,"2023-03-11T12:30:00Z",0,12,0,0,0,0,27,0,3638,0,0,1,0,0,-17,0,17,40,"True",0,27
"17534","Mark Travers","GK","Bournemouth",-1,0,0,0,0,0,72,0,0,0,0,261,0,0,0,0,"2023-03-11T12:30:00Z",0,12,0,0,0,0,27,0,42689,0,0,1,0,0,-461,493,954,42,"True",0,27
"17535","Jordan Zemura","DEF","Bournemouth",1,0,0,0,0,0,76,0,0,0,0,261,0,0,0,0,"2023-03-11T12:30:00Z",0,12,0,0,0,0,27,0,15353,0,0,1,0,0,81,804,723,43,"True",0,27
"17536","Rob Holding","DEF","Arsenal",0.7,0,0,0,0,0,5,0,0,0,0,264,0,0,0,0,"2023-03-12T14:00:00Z",0,9,0,0,0,0,27,0,11937,0,3,0,0,0,-41,70,111,42,"False",0,27
"17537","Ivan Toney","FWD","Brentford",12.1,0,0,-6,0,5.6,80,0.03,0.46,0.43,1.03,263,1,0,2.3,0,"2023-03-11T15:00:00Z",90,8,0,0,0,0,27,0,4462625,1,0,1,19,2,843235,892596,49361,78,"False",0,27
"17538","Ivan Toney","FWD","Brentford",12.1,1,3,42,1,11.7,80,0.13,1.05,0.92,0.51,69,0,1,11.9,60.2,"2023-03-15T19:30:00Z",90,17,0,0,0,0,27,0,4462625,1,2,0,47,11,843235,892596,49361,78,"False",1,27
"17539","Pontus Jansson","DEF","Brentford",0.9,0,0,0,0,0,78,0,0,0,0,263,0,0,0,0,"2023-03-11T15:00:00Z",0,8,0,0,0,0,27,0,37912,0,0,1,0,0,296,687,391,42,"False",0,27
"17540","Pontus Jansson","DEF","Brentford",0.9,0,0,3,0,0,78,0,0,0,0.08,69,0,0,0,0,"2023-03-15T19:30:00Z",12,17,0,0,0,0,27,0,37912,0,2,0,0,1,296,687,391,42,"False",0,27
"17543","Fábio Ferreira Vieira","MID","Arsenal",2,0,0,6,0,10.9,25,0.04,0.09,0.05,0.11,264,0,0,2,2.4,"2023-03-12T14:00:00Z",13,9,0,0,0,0,27,0,15208,0,3,0,7,1,15,231,216,56,"False",0,27
"17544","Matthew Cox","GK","Brentford",0.5,0,0,0,0,0,633,0,0,0,0,263,0,0,0,0,"2023-03-11T15:00:00Z",0,8,0,0,0,0,27,0,4763,0,0,1,0,0,-38,202,240,39,"False",0,27
"17545","Matthew Cox","GK","Brentford",0.5,0,0,0,0,0,633,0,0,0,0,69,0,0,0,0,"2023-03-15T19:30:00Z",0,17,0,0,0,0,27,0,4763,0,2,0,0,0,-38,202,240,39,"False",0,27
"17546","Dale Taylor","FWD","Nott'm Forest",0,0,0,0,0,0,666,0,0,0,0,269,0,0,0,0,"2023-03-11T15:00:00Z",0,18,0,0,0,0,27,0,1509,0,1,3,0,0,-79,0,79,45,"False",0,27
"17547","Ryan Fredericks","DEF","Bournemouth",-0.5,0,0,4,0,0,59,0,0,0,0.08,261,0,0,0.2,2,"2023-03-11T12:30:00Z",10,12,0,0,0,0,27,0,2861,0,0,1,0,1,21,106,85,44,"True",0,27
"17549","Cheikhou Kouyaté","MID","Nott'm Forest",0,0,0,0,0,0,583,0,0,0,0,269,0,0,0,0,"2023-03-11T15:00:00Z",0,18,0,0,0,0,27,0,11481,0,1,3,0,0,-142,7,149,44,"False",0,27
"17553","Taiwo Awoniyi","FWD","Nott'm Forest",0,0,0,0,0,0,397,0,0,0,0,269,0,0,0,0,"2023-03-11T15:00:00Z",0,18,0,0,0,0,27,0,47421,0,1,3,0,0,-877,69,946,56,"False",0,27
"17560","Moussa Djenepo","MID","Southampton",-1,0,0,0,0,0,418,0,0,0,0,267,0,0,0,0,"2023-03-12T14:00:00Z",0,14,0,0,0,0,27,0,6998,0,0,0,0,0,-65,24,89,50,"False",0,27
"17561","Moussa Djenepo","MID","Southampton",-1,0,0,0,0,0,418,0,0,0,0,69,0,0,0,0,"2023-03-15T19:30:00Z",0,4,0,0,0,0,27,0,6998,0,2,0,0,0,-65,24,89,50,"True",0,27
"17562","Morgan Gibbs-White","MID","Nott'm Forest",3.2,0,0,9,0,31.8,493,0.12,0.12,0,2.05,269,3,0,3.9,5.6,"2023-03-11T15:00:00Z",90,18,0,0,0,0,27,0,49736,1,1,3,2,2,-4536,3824,8360,55,"False",0,27
"17563","Mads Bidstrup","MID","Brentford",0,0,0,0,0,0,99,0,0,0,0,263,0,0,0,0,"2023-03-11T15:00:00Z",0,8,0,0,0,0,27,0,95,0,0,1,0,0,0,0,0,45,"False",0,27
"17564","Mads Bidstrup","MID","Brentford",0,0,0,0,0,0,99,0,0,0,0,69,0,0,0,0,"2023-03-15T19:30:00Z",0,17,0,0,0,0,27,0,95,0,2,0,0,0,0,0,0,45,"False",0,27
"17565","Loïc Badé","DEF","Nott'm Forest",0,0,0,0,0,0,621,0,0,0,0,269,0,0,0,0,"2023-03-11T15:00:00Z",0,18,0,0,0,0,27,0,2364,0,1,3,0,0,-19,0,19,45,"False",0,27
"17566","Ryan Christie","MID","Bournemouth",-0.5,0,0,3,0,1.1,69,0,0.03,0.02,0.08,261,0,0,2.3,5,"2023-03-11T12:30:00Z",20,12,0,0,0,0,27,0,5555,0,0,1,17,1,77,182,105,53,"True",0,27
"17574","Bobby Clark","MID","Liverpool",1,0,0,0,0,0,584,0,0,0,0,261,0,0,0,0,"2023-03-11T12:30:00Z",0,3,0,0,0,0,27,0,1426,0,0,1,0,0,0,30,30,45,"False",0,27
"17575","Raphaël Varane","DEF","Man Utd",2.2,0,0,23,1,0.2,329,0,0.25,0.25,1.14,267,0,0,6,26.6,"2023-03-12T14:00:00Z",90,17,0,0,0,0,27,0,337909,1,0,0,33,6,-2064,7393,9457,48,"True",0,27
"17581","Dominic Solanke","FWD","Bournemouth",2.5,0,0,5,1,10.4,66,0,0.04,0.04,1.67,261,0,0,2.4,5.6,"2023-03-11T12:30:00Z",87,12,0,0,0,0,27,0,200900,1,0,1,8,2,-3532,12330,15862,55,"True",0,27
"17582","Vitaly Janelt","MID","Brentford",6.1,0,0,12,0,16.7,86,0.34,0.34,0,1.03,263,1,0,2.4,7,"2023-03-11T15:00:00Z",90,8,0,0,0,0,27,0,19394,1,0,1,0,2,3469,4696,1227,55,"False",0,27
"17583","Vitaly Janelt","MID","Brentford",6.1,0,0,4,0,0.8,86,0.01,0.02,0.02,0.12,69,0,0,0.4,0.8,"2023-03-15T19:30:00Z",45,17,0,0,0,0,27,0,19394,1,2,0,2,1,3469,4696,1227,55,"False",0,27
"17588","Eric Bailly","DEF","Man Utd",0,0,0,0,0,0,339,0,0,0,0,267,0,0,0,0,"2023-03-12T14:00:00Z",0,17,0,0,0,0,27,0,38031,0,0,0,0,0,-235,0,235,40,"True",0,27
"17600","Kamaldeen Sulemana","MID","Southampton",3.8,0,0,0,1,16.2,731,0.02,0.07,0.05,0.81,267,0,0,3,0.4,"2023-03-12T14:00:00Z",75,14,0,0,0,0,27,0,1755,1,0,0,13,3,38,295,257,50,"False",0,27
"17601","Kamaldeen Sulemana","MID","Southampton",3.8,0,0,10,0,19.5,731,0.06,0.13,0.07,2.01,69,2,0,4.3,7.6,"2023-03-15T19:30:00Z",90,4,0,0,0,0,27,0,1755,1,2,0,16,2,38,295,257,50,"True",0,27
"17603","David Raya Martin","GK","Brentford",7.5,0,0,25,0,0,81,0,0.12,0.11,1.03,263,1,0,4.5,41.4,"2023-03-11T15:00:00Z",90,8,0,0,0,0,27,5,1761054,1,0,1,4,3,267665,288629,20964,48,"False",0,27
"17604","David Raya Martin","GK","Brentford",7.5,0,0,21,1,0,81,0,0,0,0.51,69,0,0,0.5,5.2,"2023-03-15T19:30:00Z",90,17,0,0,0,0,27,0,1761054,1,2,0,0,6,267665,288629,20964,48,"False",0,27
"17606","Aaron Hickey","DEF","Brentford",7.5,0,0,16,0,16,510,0.19,0.19,0,1,263,1,0,3.6,14.2,"2023-03-11T15:00:00Z",73,8,0,0,0,0,27,0,33361,1,0,1,6,2,6265,7237,972,49,"False",0,27
"17607","Aaron Hickey","DEF","Brentford",7.5,0,0,15,1,0.2,510,0,0,0,0.51,69,0,0,0.9,9,"2023-03-15T19:30:00Z",90,17,0,0,0,0,27,0,33361,1,2,0,0,5,6265,7237,972,49,"False",1,27
"17621","Jack Stephens","DEF","Bournemouth",2.5,0,0,19,1,0,404,0,0,0,1.75,261,0,0,0.8,8.4,"2023-03-11T12:30:00Z",90,12,0,0,0,0,27,0,5193,1,0,1,0,6,15,186,171,43,"True",0,27
"17632","Lewis Payne","MID","Southampton",0,0,0,0,0,0,647,0,0,0,0,267,0,0,0,0,"2023-03-12T14:00:00Z",0,14,0,0,0,0,27,0,279,0,0,0,0,0,-7,0,7,45,"False",0,27
"17633","Lewis Payne","MID","Southampton",0,0,0,0,0,0,647,0,0,0,0,69,0,0,0,0,"2023-03-15T19:30:00Z",0,4,0,0,0,0,27,0,279,0,2,0,0,0,-7,0,7,45,"True",0,27
"17635","Anthony Martial","FWD","Man Utd",0.2,0,0,0,0,0,345,0,0,0,0,267,0,0,0,0,"2023-03-12T14:00:00Z",0,17,0,0,0,0,27,0,109260,0,0,0,0,0,-5105,137,5242,63,"True",0,27
"17636","Ben Davies","DEF","Liverpool",0,0,0,0,0,0,499,0,0,0,0,261,0,0,0,0,"2023-03-11T12:30:00Z",0,3,0,0,0,0,27,0,452,0,0,1,0,0,-1,0,1,40,"False",0,27
"17637","Jan Bednarek","DEF","Southampton",7.8,0,0,27,1,10.9,410,0.08,0.1,0.02,0.84,267,0,0,3.7,20.2,"2023-03-12T14:00:00Z",90,14,0,0,0,0,27,0,27922,1,0,0,6,6,5031,6103,1072,42,"False",0,27
"17638","Jan Bednarek","DEF","Southampton",7.8,0,0,9,0,1,410,0.01,0.01,0,2.01,69,2,0,0.9,5.6,"2023-03-15T19:30:00Z",90,4,0,0,0,0,27,0,27922,1,2,0,2,0,5031,6103,1072,42,"True",1,27
"17639","Bryan Mbeumo","FWD","Brentford",6.1,0,0,21,0,43.8,95,0.27,0.36,0.09,1.03,263,1,0,8,21.2,"2023-03-11T15:00:00Z",90,8,0,0,0,0,27,0,569278,1,0,1,15,2,104578,144000,39422,59,"False",0,27
"17640","Bryan Mbeumo","FWD","Brentford",6.1,0,0,9,1,36.4,95,0.15,0.47,0.32,0.43,69,0,0,7.7,16.4,"2023-03-15T19:30:00Z",77,17,0,0,0,0,27,0,569278,1,2,0,24,2,104578,144000,39422,59,"False",0,27
"17641","Naby Keita","MID","Liverpool",0.8,0,0,0,0,0,287,0,0,0,0,261,0,0,0,0,"2023-03-11T12:30:00Z",0,3,0,0,0,0,27,0,5069,0,0,1,0,0,-178,4,182,47,"False",0,27
"17646","Amad Diallo","MID","Man Utd",0,0,0,0,0,0,550,0,0,0,0,267,0,0,0,0,"2023-03-12T14:00:00Z",0,17,0,0,0,0,27,0,4794,0,0,0,0,0,-21,0,21,44,"True",0,27
"17650","Marcus Rashford","MID","Man Utd",7.2,0,0,3,1,1.7,335,0.02,0.17,0.15,1.14,267,0,0,3.8,17,"2023-03-12T14:00:00Z",90,17,0,0,0,0,27,0,6142978,1,0,0,19,3,69853,118043,48190,74,"True",0,27
"17653","Mateusz Lis","GK","Southampton",0,0,0,0,0,0,421,0,0,0,0,267,0,0,0,0,"2023-03-12T14:00:00Z",0,14,0,0,0,0,27,0,15022,0,0,0,0,0,-134,0,134,40,"False",0,27
